status,title,company,location,date,blurb,tags,link,id,provider,query
new,"Sr. Specialist Developer  Cobol, DB2, CICS, MQ, JCL",BNY Mellon,"Pittsburgh, PA 15238",2020-02-12,"Sr. Specialist Developer  Cobol, DB2, CICS, MQ, JCL

The Global Institutional Accounting Information Technology team is seeking an experienced Sr. Specialist Developer. The candidate should expect the opportunity to be a significant leader on a globally diverse technology team and will be challenged to identify and execute on solutions for our internal business groups and external clients. The ideal candidate has worked in the financial services industry and possesses in-depth knowledge of Accounting, experience designing/architecting and delivering on concurrent, complex application development projects, and understanding of diverse technology languages, systems and platforms including but not limited to: CICS, DB2, MQ, API, COBOL, JCL, File Transmissions, and TSO/ISPF.


Provides application software development services or technical support in complex situations. Consults with internal business groups to provide appropriate application software development services or technical support. Analyzes, defines and documents requirements for data, workflow, logical processes, hardware and operating system environment, interfaces with other systems, internal and external checks, controls, and outputs using BNY Mellon's standard development methodology. Works with internal business groups on implementation opportunities, challenges, and requirements of various applications. Analyzes information and provides recommendations to address and resolve business issues for a specific business group. Contributes to defining project, test strategy and delivery plans. Analyzes and estimates feasibility, cost, time, and compatibility with hardware and other programs. Takes lead for establishing, implementing and monitoring 'best practices' for technical development methodologies and tools, disaster recovery and total cost of ownership. Proposes innovative, creative technology solutions. Co-ordinates coding, testing, implementation and documentation of a solution. Contributes to the achievement of area objectives.

Qualifications
Bachelor's degree in computer science engineering or a related discipline, or equivalent work experience required, 8-10 years of experience in software development required, experience in the securities or financial services industry is a plus. Experience with COBOL, CICS, DB2, JCL, MQ, API, File Transmissions, and TSO/ISPF. Experience with leading a global team is required.

BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.
Minorities/Females/Individuals With Disabilities/Protected Veterans.
Our ambition is to build the best global team  one that is representative and inclusive of the diverse talent, clients and communities we work with and serve  and to empower our team to do their best work. We support wellbeing and a balanced life, and offer a range of family-friendly, inclusive employment policies and employee forums.

Primary Location: United States-Pennsylvania-Pittsburgh
Internal Jobcode: 45172
Job: Information Technology
Organization: Asset Servicing Technology-HR07302
Requisition Number: 1918921","API , File , testing , build , DB2 , range , controls",https://www.indeed.com/viewjob?jk=9767e1743c139f1e,9767e1743c139f1e,indeed,BNY Mellon developer
new,"Specialist, Mainframe Developer",BNY Mellon,"Pittsburgh, PA 15238",2020-02-06,"Clearing, Markets & Issuer Services Technology (CMIST) is responsible for application development and support for more than 350 critical business systems including Repo Edge (collateral management), Enterprise Payment Hub (multi-currency payment processing), and Broker Dealer Clearance (securities clearing).
Issuer Services Technology supports the Corporate Trust and Depositary Receipts businesses, which provide world-class equity and debt servicing. This includes application development, maintenance and risk management for the portfolio of proprietary and third-party applications used by the $1.3B Corporate Trust business. Focuses include client relationship data integration to provide a complete view of data across business lines and enhancing the client experience through digitization and automated onboarding. The Issuer Services Technology group also supports the broad spectrum of intranet-based systems for BNY Mellon award-winning Depositary Receipts business.
This position is within the Government Development Services Group, a high performing group within Corporate Trust Technology that supports U.S. Government contracts. This Mainframe developer will analyze business requirements, design, code, test solutions and schedule deployments. The perfect candidate will be a part of an interactive team that works with various technologies and business partners to provide efficient, user friendly application for internal and external clients. The applications must have high availability and be scalable in order to support growing portfolio.

Specialist Developer->> Provides application software development services or technical support in more complex situations. May also be responsible for requirements gathering and BRD/SRD preparation. Has thorough knowledge of the Software Development Life Cycle. Conducts reviews of the test Plan and test Data. May allocate/ coordinate work within a team/project. Analyzes, defines and documents requirements for data, workflow, logical processes, hardware and operating system environment, interfaces with other systems, internal and external checks, controls, and outputs using BNY Mellon's standard development methodology. Coordinates coding, testing, implementation and documentation of solution. Ensures that expected application performance levels are achieved. Contributes to defining time tables and project plans. Analyzes and estimates feasibility, cost, time, and compatibility with hardware and other programs. Conducts analysis of organizational needs and goals for the development and implementation of application systems. Proposes innovative, creative
Qualifications
Bachelor's degree in computer science engineering or a related discipline, or equivalent work experience required
6-8 years of experience in software development required, specifically with Mainframe technologies.
Strong knowledge of COBOL II, CICS, JCL, NDM, various IBM utilities working with DB2 and VSAM is required.
Must have strong analytical and communication skills, be able to interact with business/operations team and work well in a small team setting. Candidate should also be highly motivated, be able to meet challenging deadlines, and provide support to a high availability system for our business partners.
Should have experience managing processes for production support, change requests to the applications, and work with testing teams.
Experience with modernization of legacy systems is required.
Knowledge of distributed, web applications, Oracle, SQL and ETL is a plus.
Experience in the securities or financial services industry is a plus.


BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.
Minorities/Females/Individuals With Disabilities/Protected Veterans.
Our ambition is to build the best global team  one that is representative and inclusive of the diverse talent, clients and communities we work with and serve  and to empower our team to do their best work. We support wellbeing and a balanced life, and offer a range of family-friendly, inclusive employment policies and employee forums.

Primary Location: United States-Pennsylvania-Pittsburgh
Internal Jobcode: 45144
Job: Information Technology
Organization: Clearing Markets ISS Svcs Tech-HR16624
Requisition Number: 2000311","SQL , Oracle , performance , testing , web , view , build , DB2 , include , range , position , controls , client , Coordinates",https://www.indeed.com/viewjob?jk=3e4445f5ce9477a9,3e4445f5ce9477a9,indeed,BNY Mellon developer
new,Sr. Principal Developer,BNY Mellon,"New York, NY 10065 (Upper East Side area)",2020-01-15,"Sr. Principal Developer->> Consults with internal business groups to provide highly advanced application software development services or technical support. Consults to IT and business managers on issues, questions and problems related to his/her area of expertise. Accountable for resolving highly complex problems that have impact on the corporation's ability to conduct business. Uses in-depth knowledge of various technologies to establish and influence implementation of broad-based technology strategy for large IT Divisions. Stays abreast of emerging technologies and identifies potential use of new and existing technology within lines of business by participating in industry-wide conferences and research and by using in-depth knowledge of various business areas. Educates business leaders and prepares presentations for the business on IT strategies. Advocates for innovative, creative technology solutions. Contributes to the achievement of Application Development objectives.
Qualifications
Bachelor's degree in computer science engineering or a related discipline, or equivalent work experience required, advanced degree is beneficial, 12+ years of experience in software development required, experience in the securities or financial services industry is a plus.

BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.
Minorities/Females/Individuals With Disabilities/Protected Veterans.
Our ambition is to build the best global team  one that is representative and inclusive of the diverse talent, clients and communities we work with and serve  and to empower our team to do their best work. We support wellbeing and a balanced life, and offer a range of family-friendly, inclusive employment policies and employee forums.

Primary Location: United States-New York-New York
Internal Jobcode: 45220
Job: Information Technology
Organization: Operations & Shared Technology-HR13644
Requisition Number: 1918348","build , range",https://www.indeed.com/viewjob?jk=0763061ea30ecd83,0763061ea30ecd83,indeed,BNY Mellon developer
new,Principal Developer-UI,BNY Mellon,"New York, NY 10065 (Upper East Side area)",2020-02-06,"For over 230 years, Bank of New York Mellon (BNY Mellon) has been at the center of the global financial markets, providing the worlds leading institutions the tools, capabilities, and services to be distinctive investors. BNY Mellon has approximately $15 billion in revenues and market capitalization of approximately $50 billion. As one of the nation's leading wealth managers, BNY Mellon Wealth Management is dedicated to helping individuals, families, planned giving programs, endowments, foundations and other institutions with all of their wealth and investment planning needs. By providing integrated products, services and solutions, we help them capitalize on opportunity while managing risk. Backed by more than two centuries of experience, we understand our clients' needs and deliver customized strategies to help them reach their goals. Wealth Management has recently embarked on an end-to-end transformation aimed at delivering best-in-class experience for our clients and advisors by reimagining our platforms, workflows and policies.



Principal Developer->> Consults with internal business groups to provide high-level application software development services or technical support. Provides comprehensive senior-level technical consulting to IT management and senior technical staffs. Evaluates compliance with the organization's technology standards. Works with internal business groups on implementation opportunities, challenges, and requirements of various applications. Analyzes information and provides recommendations to address and resolve business issues for a specific business group. Guides and consults with IT management and technical staffs regarding use of emerging technologies and associated services. Participates in defining corporate implementation and integration strategies of new technologies. Advocates for innovative, creative technology solutions. Contributes to the achievement of area objectives.
Qualifications
Bachelor's degree in computer science engineering or a related discipline, or equivalent work experience required, 10-12 years of experience in software development required, experience in the securities or financial services industry is a plus.

BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.
Minorities/Females/Individuals With Disabilities/Protected Veterans.
Our ambition is to build the best global team  one that is representative and inclusive of the diverse talent, clients and communities we work with and serve  and to empower our team to do their best work. We support wellbeing and a balanced life, and offer a range of family-friendly, inclusive employment policies and employee forums.

Primary Location: United States-New York-New York
Internal Jobcode: 45198
Job: Information Technology
Organization: Investment Management Tech-HR18028
Requisition Number: 1916395","build , range",https://www.indeed.com/viewjob?jk=6d51c9611a757d16,6d51c9611a757d16,indeed,BNY Mellon developer
new,Principal Developer - iHub,BNY Mellon,"Jersey City, NJ 07302 (Downtown area)",2020-01-18,"Principal Developer->> Consults with internal business groups to provide high-level application software development services or technical support. Provides comprehensive senior-level technical consulting to IT management and senior technical staffs. Evaluates compliance with the organization's technology standards. Works with internal business groups on implementation opportunities, challenges, and requirements of various applications. Analyzes information and provides recommendations to address and resolve business issues for a specific business group. Guides and consults with IT management and technical staffs regarding use of emerging technologies and associated services. Participates in defining corporate implementation and integration strategies of new technologies. Advocates for innovative, creative technology solutions. Contributes to the achievement of area objectives. Bachelor's degree in computer science engineering or a related discipline, or equivalent work experience required, 10-12 years of experience in software development required, experience in the securities or financial services industry is a plus.
Qualifications
Bachelor's degree in computer science engineering or a related discipline, or equivalent work experience required, 10-12 years of experience in software development required, experience in the securities or financial services industry is a plus.

For over 230 years, the people of BNY Mellon have been at the forefront of finance, expanding the financial markets while supporting investors throughout the investment lifecycle. BNY Mellon can act as a single point of contact for clients looking to create, trade, hold, manage, service, distribute or restructure investments & safeguards nearly one-fifth of the world's financial assets. BNY Mellon remains one of the safest, most trusted and admired companies. Every day our employees make their mark by helping clients better manage and service their financial assets around the world. Whether providing financial services for institutions, corporations or individual investors, clients count on the people of BNY Mellon across time zones and in 35 countries and more than 100 markets. It's the collective ambition, innovative thinking and exceptionally focused client service paired with a commitment to doing what is right that continues to set us apart. Make your mark: bnymellon.com/careers.

Client Technology Solutions provides our business partners with client-focused, technology-based solutions. These enhance their ability to be successful through world-class software solutions and leading-edge infrastructure. Client Technology Solutions provides employees with the tools and resources to enhance their professional qualifications and careers.

BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.
Minorities/Females/Individuals With Disabilities/Protected Veterans.
Our ambition is to build the best global team  one that is representative and inclusive of the diverse talent, clients and communities we work with and serve  and to empower our team to do their best work. We support wellbeing and a balanced life, and offer a range of family-friendly, inclusive employment policies and employee forums.

Primary Location: United States-New Jersey-Jersey City
Internal Jobcode: 45198
Job: Information Technology
Organization: Operations & Shared Technology-HR13644
Requisition Number: 1914230","service , build , count , set , resources , range , client , Client",https://www.indeed.com/viewjob?jk=132f07ffbe8e1990,132f07ffbe8e1990,indeed,BNY Mellon developer
new,Principal Developer,BNY Mellon,"Jersey City, NJ 07302 (Downtown area)",2020-01-13,"Principal Developer->> Consults with internal business groups to provide high-level application software development services or technical support. Provides comprehensive senior-level technical consulting to IT management and senior technical staffs. Evaluates compliance with the organization's technology standards. Works with internal business groups on implementation opportunities, challenges, and requirements of various applications. Analyzes information and provides recommendations to address and resolve business issues for a specific business group. Guides and consults with IT management and technical staffs regarding use of emerging technologies and associated services. Participates in defining corporate implementation and integration strategies of new technologies. Advocates for innovative, creative technology solutions. Contributes to the achievement of area objectives.
Qualifications
Bachelor's degree in computer science engineering or a related discipline, or equivalent work experience required, 10-12 years of experience in software development required, experience in the securities or financial services industry is a plus.

BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.
Minorities/Females/Individuals With Disabilities/Protected Veterans.
Our ambition is to build the best global team  one that is representative and inclusive of the diverse talent, clients and communities we work with and serve  and to empower our team to do their best work. We support wellbeing and a balanced life, and offer a range of family-friendly, inclusive employment policies and employee forums.

Primary Location: United States-New Jersey-Jersey City
Internal Jobcode: 45198
Job: Information Technology
Organization: Pershing Technology-HR06376
Requisition Number: 1914762","build , range",https://www.indeed.com/viewjob?jk=edf00b979a5edb17,edf00b979a5edb17,indeed,BNY Mellon developer
new,"Sr. Specialist Developer, Oracle Database development, UNIX/...",BNY Mellon,"Westborough, MA 01581",2020-01-13,"Sr. Specialist Developer, Oracle Database development, UNIX/Linux

Consults with internal business groups to provide appropriate application software development services or technical support. Analyzes, defines and documents requirements for data, workflow, logical processes, hardware and operating system environment, interfaces with other systems, internal and external checks, controls, and outputs using BNY Mellon's standard development methodology. Works with internal business groups on implementation opportunities, challenges, and requirements of various applications. Analyzes information and provides recommendations to address and resolve business issues for a specific business group. Contributes to defining time tables and project plans. Analyzes and estimates feasibility, cost, time, and compatibility with hardware and other programs. Takes lead for establishing, implementing and monitoring 'best practices' for technical development methodologies and tools. Proposes innovative, creative technology solutions. Contributes to the achievement of area objectives.

Must have: Unix/Linux shell scripting, Oracle database development  SQL, SQL Loader, Strong ETL experience, SAP BO experience  Report development. BO Administration

Good to have: Perl scripting, Infrastructure knowledge - server, storage, network, Oracle DBA, etc. experience, Linux admin experience, NDM / ESP knowledge, Financial Services experience, preferably with Mutual Funds, Mainframe, COBOL and Eztrieve experience

Bachelor's degree in computer science engineering or a related discipline, or equivalent work experience required, 8-10 years of experience in software development required, experience in the securities or financial services industry is a plus.
Qualifications


Bachelor's degree in computer science engineering or a related discipline, or equivalent work experience required, 8-10 years of experience in software development required, experience in the securities or financial services industry is a plus.

Must have:

Unix/Linux shell scripting

Oracle database development  SQL, SQL Loader

Strong ETL experience

SAP BO experience  Report development. BO Administration

Good to have:

Perl scripting

Infrastructure knowledge - server, storage, network, Oracle DBA, etc. experience

Linux admin experience

NDM / ESP knowledge

Financial Services experience, preferably with Mutual Funds

Mainframe, COBOL and Eztrieve experience

BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.
Minorities/Females/Individuals With Disabilities/Protected Veterans.
Our ambition is to build the best global team  one that is representative and inclusive of the diverse talent, clients and communities we work with and serve  and to empower our team to do their best work. We support wellbeing and a balanced life, and offer a range of family-friendly, inclusive employment policies and employee forums.

Primary Location: United States-Massachusetts-Westborough
Internal Jobcode: 45172
Job: Information Technology
Organization: Asset Servicing Technology-HR07302
Requisition Number: 1915545","SQL , Linux , database , Database , Oracle , shell , Perl , server , build , scripting , range , controls , Report , SAP , storage",https://www.indeed.com/viewjob?jk=a75c3882155fdd85,a75c3882155fdd85,indeed,BNY Mellon developer
new,"Principal Developer - C++, AppSec",BNY Mellon,"New York, NY 10065 (Upper East Side area)",2020-01-13,"Summary:

BNY Mellons Data and Analytics Solutions further extend Asset Servicing capabilities in securities and cash into the worlds most important asset class, data. As a software and content business, inclusive of the Eagle data management, accounting, and performance products and Intermediary Analytics sales and distribution data, the offering also includes a suite of new cloud-based products.
We currently have an opening for a strong Core Java and C++ Developer as we move our In-Market solutions into the Vault (hosted on Azure). You must have an extensive C++ development background with multi-threading experience. Position requires an individual that is self-motivated and can work with minimal supervision.
Qualifications:
10+ years of experience in C++ and Java application development.
Adept in Object Oriented programming with very strong design skills.
Experience in some leading and planning, and working with both on- and off-shore teams.
Experience with applications security is a huge plus: vulnerabilities, remediation, testing, etc.
Detailed understanding of data structures: Hash tables, heaps, trees, lists, queues, templates, STL containers.
Strong understanding and working knowledge of multi thread programming concepts, thread synchronization, etc.
Knowledge on topics such as: system calls, signal handling, memory map, shared memory, semaphore, File I/O, asynchronous I/O, Shared library handling.
Experience in profiling (thread, CPU, memory), debugging, code optimization techniques.

About Us:
BNY Mellon provides investment management and investment services that help individuals and institutions invest, conduct business and transact in markets all over the world. Headquartered in New York, BNY Mellons 53,000 employees are located in 36 countries and serve more than 100 markets. As a leading Globally Significant Financial Institution, BNY Mellon has approximately $32.2 trillion in Assets under Custody (AuC) and administration, more than $1.8 trillion of assets under management and manages ~40 petabytes of data on behalf of its clients. In addition, the company is the worlds largest provider of Corporate Trust and Depositary Receipt services and a leading provider of Broker Dealer, Liquidity, Payment and Global Markets services. BNY Mellon ranks as the 7th largest global asset manager and 8th largest US wealth manager.
BNY Mellon is singularly focused on serving our clientsits one of the things that differentiates us as a company and a culture.
 Technology is critical to that missionmaking our clients more efficient, and protecting them and the global markets in which they operate with world-class risk management and resiliency. Principal Developer->> Consults with internal business groups to provide high-level application software development services or technical support. Provides comprehensive senior-level technical consulting to IT management and senior technical staffs. Evaluates compliance with the organization's technology standards. Works with internal business groups on implementation opportunities, challenges, and requirements of various applications. Analyzes information and provides recommendations to address and resolve business issues for a specific business group. Guides and consults with IT management and technical staffs regarding use of emerging technologies and associated services. Participates in defining corporate implementation and integration strategies of new technologies. Advocates for innovative, creative technology solutions. Contributes to the achievement of area objectives. Bachelor's degree in computer science engineering or a related discipline, or equivalent work experience required, 10-12 years of experience in software development required, experience in the securities or financial services industry is a plus.
Qualifications
Bachelor's degree in computer science engineering or a related discipline, or equivalent work experience required, 10-12 years of experience in software development required, experience in the securities or financial services industry is a plus.

BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.
Minorities/Females/Individuals With Disabilities/Protected Veterans.
Our ambition is to build the best global team  one that is representative and inclusive of the diverse talent, clients and communities we work with and serve  and to empower our team to do their best work. We support wellbeing and a balanced life, and offer a range of family-friendly, inclusive employment policies and employee forums.

Primary Location: United States-Massachusetts-Wellesley
Internal Jobcode: 45198
Job: Asset Servicing
Organization: Asset Servicing Technology-HR07302
Requisition Number: 1914474","Java , C++ , performance , File , class , security , Object , templates , debugging , asynchronous , testing , optimization , memory , Hash , build",https://www.indeed.com/viewjob?jk=5157f80cca16217b,5157f80cca16217b,indeed,BNY Mellon developer
new,Specialist Developer - Oracle PL/SQL,BNY Mellon,"Pittsburgh, PA 15238",2020-02-02,"Clearing, Markets & Issuer Services Technology (CMIST) is responsible for application development and support for more than 350 critical business systems including Repo Edge (collateral management), Enterprise Payment Hub (multi-currency payment processing), and Broker Dealer Clearance (securities clearing).
Issuer Services Technology supports the Corporate Trust and Depositary Receipts businesses, which provide world-class equity and debt servicing. This includes application development, maintenance and risk management for the portfolio of proprietary and third-party applications used by the $1.3B Corporate Trust business. Focuses include client relationship data integration to provide a complete view of data across business lines and enhancing the client experience through digitization and automated onboarding. The Issuer Services Technology group also supports the broad spectrum of intranet-based systems for BNY Mellon award-winning Depositary Receipts business.
This position is within the Government Development Services Group, a high performing group within Corporate Trust Technology that supports U.S. Government contracts. The perfect candidate will be a part of an interactive team that works with various technologies and business partners to provide efficient, user friendly application for internal and external clients. The applications must have high availability and be scalable in order to support growing portfolio.

Specialist Developer->> Provides application software development services or technical support in more complex situations. May also be responsible for requirements gathering and BRD/SRD preparation. Has thorough knowledge of the Software Development Life Cycle. Conducts reviews of the test Plan and test Data. May allocate/ coordinate work within a team/project. Analyzes, defines and documents requirements for data, workflow, logical processes, hardware and operating system environment, interfaces with other systems, internal and external checks, controls, and outputs using BNY Mellon's standard development methodology. Coordinates coding, testing, implementation and documentation of solution. Ensures that expected application performance levels are achieved. Contributes to defining time tables and project plans. Analyzes and estimates feasibility, cost, time, and compatibility with hardware and other programs. Conducts analysis of organizational needs and goals for the development and implementation of application systems. Proposes innovative, creative technology solutions. Contributes to the achievement of related teams' objectives.
Qualifications
Bachelor's degree in computer science engineering or a related discipline, or equivalent work experience required
6-8 years of experience in software development required, with PL/SQL development experience with Oracle 11g /12c database
Must be well versed with database concepts as well database design
Must be well versed with writing complex SQL queries by using advanced SQL functions
Must be well versed with writing complex PL/SQL stored procedures and stored functions
Must have good debugging skills
Must have good experience in understanding the business/functional requirements
Must be a team player, and must have experience working with a large team.
Ability to work within a team and lead database efforts and to document customer requirements, translate into technical designs, and explain technical issues clearly and accurately to both technical and nontechnical audiences.
Strong problem-solving and interpersonal skills, as well as strong written and oral communications skills and demonstrated ability to adjust to changing priorities and handle multiple tasks simultaneously.
Experience in the securities or financial services industry is a plus.


BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.
Minorities/Females/Individuals With Disabilities/Protected Veterans.
Our ambition is to build the best global team  one that is representative and inclusive of the diverse talent, clients and communities we work with and serve  and to empower our team to do their best work. We support wellbeing and a balanced life, and offer a range of family-friendly, inclusive employment policies and employee forums.

Primary Location: United States-Pennsylvania-Pittsburgh
Internal Jobcode: 45144
Job: Information Technology
Organization: Clearing Markets ISS Svcs Tech-HR16624
Requisition Number: 2000310","SQL , database , Oracle , performance , debugging , testing , view , build , include , range , position , controls , client , Coordinates",https://www.indeed.com/viewjob?jk=f8f414bc4b1ef96c,f8f414bc4b1ef96c,indeed,BNY Mellon developer
new,Specialist Developer - Oracle SOA 12c BPM/OSB/BRE Developer/...,BNY Mellon,"New York, NY 10065 (Upper East Side area)",2020-02-02,"Clearing, Markets & Issuer Services Technology (CMIST) is responsible for application development and support for more than 350 critical business systems including Repo Edge (collateral management), Enterprise Payment Hub (multi-currency payment processing), and Broker Dealer Clearance (securities clearing).
Issuer Services Technology supports the Corporate Trust and Depositary Receipts businesses, which provide world-class equity and debt servicing. This includes application development, maintenance and risk management for the portfolio of proprietary and third-party applications used by the $1.3B Corporate Trust business. Focuses include client relationship data integration to provide a complete view of data across business lines and enhancing the client experience through digitization and automated onboarding. The Issuer Services Technology group also supports the broad spectrum of intranet-based systems for BNY Mellon award-winning Depositary Receipts business.
This position is within the Government Development Services Group, a high performing group within Corporate Trust Technology that supports U.S. Government contracts. The perfect candidate will be a part of an interactive team that works with various technologies and business partners to provide efficient, user friendly application for internal and external clients. The applications must have high availability and be scalable in order to support growing portfolio.

Specialist Developer->> Provides application software development services or technical support in more complex situations. May also be responsible for requirements gathering and BRD/SRD preparation. Has thorough knowledge of the Software Development Life Cycle. Conducts reviews of the test Plan and test Data. May allocate/ coordinate work within a team/project. Analyzes, defines and documents requirements for data, workflow, logical processes, hardware and operating system environment, interfaces with other systems, internal and external checks, controls, and outputs using BNY Mellon's standard development methodology. Coordinates coding, testing, implementation and documentation of solution. Ensures that expected application performance levels are achieved. Contributes to defining time tables and project plans. Analyzes and estimates feasibility, cost, time, and compatibility with hardware and other programs. Conducts analysis of organizational needs and goals for the development and implementation of application systems. Proposes innovative, creative technology solutions. Contributes to the achievement of related teams' objectives.
Qualifications
Bachelor's degree in computer science engineering or a related discipline, or equivalent work experience required
6-8 years of experience in software development required
Candidate should have at least 5 years experience with Oracle SOA12c suite design/implementing BPM work flows .
Should have hands on experience to lead the design using SOA/OSB/BPM/BRE
Should have hands on experience writing REST services using SOA/BPEL/Mediators
Should have hands on experience in writing, configuring OSB service
Hands on experience with Oracle SOA BPM workflow and BPMN 2.0 and designing systems with Oracle SOA suite.
Having experience in integrating BPM workflows/APIs (taskquery services) with Oracle WebCenter Portal
Should have experience in integrating BPM workflows with Identity Access Management (Oracle IAM)
Very good understanding of SOA principles and Web Services standards (WS-Security, WS-Policy).
Very good understanding of XML standards, XSLT 2.0.
Very good understanding of integrating BPM workflows with Oracle Identity Management Suite.
Experience with Oracle SOA Suite 11g/12c, Oracle BPEL, Oracle Mediator, Oracle Business Rules and Oracle Service Bus 11g.
Working knowledge of building Enterprise Service and Orchestration Services using BPEL and Mediator.
Candidate should be able to create Composite Services based on multiple existing Web Services.
Candidate must be able to quickly create XML schemas and be experienced with XML manipulation.
Understanding of Oracle SOA Suite Policy framework.
Candidate should be well-versed in working with JDeveloper 11g/12c.
Understanding of Oracle MDS (Meta Data Repository).
Candidate should be able to write Java code.
Experienced in Data Access Architecture, PL/SQL and SQL
Excellent communication and presentation skills.
Experience in the securities or financial services industry is a plus.


BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.
Minorities/Females/Individuals With Disabilities/Protected Veterans.
Our ambition is to build the best global team  one that is representative and inclusive of the diverse talent, clients and communities we work with and serve  and to empower our team to do their best work. We support wellbeing and a balanced life, and offer a range of family-friendly, inclusive employment policies and employee forums.

Primary Location: United States-New York-New York
Internal Jobcode: 45144
Job: Information Technology
Organization: Clearing Markets ISS Svcs Tech-HR16624
Requisition Number: 2000471","Java , XML , Oracle , performance , REST , testing , Web , XSLT , Service , view , build , Architecture , include , range , position",https://www.indeed.com/viewjob?jk=1ca786c7784aa713,1ca786c7784aa713,indeed,BNY Mellon developer
